filer_id,quarter_id,num_positions,total_mv,avg_weight,total_mv_prev,fund_return,hhi_weight,top10_weight,top20_weight,top50_weight,sector_COMMUNICATIONS,sector_CONSUMER_DISCRETIONARY,sector_CONSUMER_STAPLES,sector_ENERGY,sector_FINANCE,sector_HEALTH_CARE,sector_INDUSTRIALS,sector_INFORMATION_TECHNOLOGY,sector_MATERIALS,sector_MUTUAL_FUND,sector_REAL_ESTATE,sector_TRANSPORTS,sector_UTILITIES_AND_TELECOMMUNICATIONS,cyclical_share,defensive_share,sector_hhi,turnover,VIX,y10,y3m,term_spread,sp500_price,sp500_return,fund_return_next,sp500_return_next,excess_return_next,log_total_mv,log_total_mv_prev,log_num_positions,log_VIX,term_spread_sq,hhi_weight_sq,top10_weight_sq,sector_hhi_sq
166,5,172,171669000.0,0.005813953488372,138537000.0,0.2391563264687413,0.0224926784416487,0.37328230490071,0.6020073513563893,0.8621649802818214,0.0102231620152735,0.0905929433968858,0.0143299023120074,0.1295458119986718,0.1197653624125497,0.1027209338902189,0.0483896335389616,0.2163407487665216,0.0721388252975202,0.0,0.0,0.0777775836056597,0.0952239484123516,0.5154628966208226,0.4615859590257997,0.1201869844507605,0.680830771622144,28.63999938964844,0.004914999961853,0.0041799998283386,0.0007350001335144,1160.3299560546875,-0.1211485970346534,0.3428691260507139,0.0551998580178914,0.2876692680328225,18.961078762100538,18.74664800314672,5.147494476813453,3.354804320781287,5.402251962661859e-07,0.0005059205834794081,0.13933967915198664,0.014444911231367345
166,6,308,230529000.0,0.0032467532467532,171669000.0,0.3428691260507139,0.0156474164441176,0.3216515058842922,0.4994035457578006,0.6755809464319023,0.004658849862707,0.157069175678548,0.0338265467685193,0.1138945642413752,0.1408369445926542,0.1850656533451322,0.056470118726928,0.1052839339085321,0.0806883298847433,0.0018826264808332,0.0,0.0530735829331667,0.0596844648612539,0.4572439909946253,0.5351908002897683,0.1201169837150461,0.6025157007486088,19.059999465942383,0.0053899998664855,0.0035599999427795,0.001829999923706,1224.3800048828125,0.0551998580178914,0.0361472960018045,-0.1498228186878304,0.1859701146896349,19.255887225936153,18.9610787679257,5.730099782973574,2.9475918702062436,3.348899720763966e-06,0.0002448416413756419,0.10345969123763286,0.01442808977680065
166,7,407,238862000.0,0.0024570024570024,230529000.0,0.0361472960018045,0.016640998790866,0.3466855339066071,0.51947149400072,0.674594535757048,0.0303564401202367,0.2227562358181711,0.0494385879712972,0.0292470129195937,0.1541894483006924,0.1558012576299285,0.0825078915859366,0.1029129790422922,0.072414197318954,0.0024323668059381,0.0,0.0278780216191776,0.0545586991652083,0.5388257655047685,0.4456673727926585,0.1285324979591128,0.5443960308793715,31.93000030517578,0.0045749998092651,0.0022999999523162,0.0022749998569488,1040.93994140625,-0.1498228186878304,1.5880424680359368,0.1029262211839978,1.485116246851939,19.291396537275087,19.255887230274002,6.008813185442595,3.463546016284341,5.17562434911706e-06,0.0002769228407576036,0.12019085942010924,0.01652060303160934
166,8,634,618185000.0,0.001577287066246,238862000.0,1.5880424680359368,0.004591571273777,0.1361113582503619,0.2106359746677774,0.352782743029999,0.0105178870402872,0.2063330556386842,0.0606113056771031,0.0518728212428318,0.1624368109870022,0.1749120408939071,0.0545920719525708,0.1313005006591877,0.0326261556006697,0.0,0.0049467392447244,0.0398634712909565,0.0509556200813672,0.4801798814270809,0.5007885988822116,0.1318852377247034,0.5823761842803497,23.799999237060547,0.0050320000648498,0.0016699999570846,0.0033620001077651,1148.0799560546875,0.1029262211839978,0.3063904818136966,-0.0006009524011035,0.3069914342148001,20.242298323375678,19.2913965414616,6.452048954437226,3.169685548621149,1.1303044724612545e-05,2.1082526762174145e-05,0.018526301844758362,0.017393715929701528
166,9,796,807591000.0,0.0012562814070351,618185000.0,0.3063904818136966,0.0037292213257769,0.1047262785246492,0.1689555728085132,0.3034716830672951,0.0089414072222201,0.2244552007142229,0.0747742359684543,0.0842654264349156,0.1360094404221939,0.141948090060439,0.0722209633341629,0.1145332228813842,0.0381294491890078,0.0055325034578146,0.0056464225084231,0.0315506240163647,0.0489443294935183,0.495477289865786,0.4914740258373359,0.1252110921963593,0.4457009933932625,17.399999618530273,0.0054060001373291,0.0017400000095367,0.0036660001277923,1147.3900146484375,-0.0006009524011035,0.4474207860166841,-0.1373290732118655,0.5847498592285496,20.509566300210103,20.242298324993317,6.679599185844383,2.8564701842969358,1.3439556936973161e-05,1.3907091696629218e-05,0.010967593413622401,0.015677817609005194
166,10,869,1168924000.0,0.001150747986191,807591000.0,0.4474207860166841,0.0045682882224878,0.1126839726107086,0.1782947394355835,0.3309145846949844,0.0070372410866745,0.2419430176812179,0.0672669908394386,0.0596736828057256,0.2037685940232213,0.1044464824060417,0.0630425930171679,0.1164737827266785,0.0360810454742994,0.0014183984587535,0.0054289243783171,0.032961937645219,0.0447411465587155,0.5029685420095746,0.4813152950918964,0.141311545458764,0.3539549248694884,25.39999961853028,0.0048239998817443,0.0016590000391006,0.0031649998426437,989.8200073242188,-0.1373290732118655,0.0701884810304176,-0.1763350677252704,0.246523548755688,20.879349504491437,20.509566301448352,6.767343125265392,3.234749159005998,1.0017224003934646e-05,2.0869257283720746e-05,0.012697677683330926,0.019968952879944327
166,11,932,1250969000.0,0.0010729613733905,1168924000.0,0.0701884810304176,0.0048191683920378,0.1118053285093395,0.1725694241823738,0.3143483171845185,0.0128484398893977,0.2195865764859081,0.0553035287045482,0.0580230205544661,0.2011592613406087,0.1093911999418051,0.0607728888565584,0.1229239093854444,0.0452241422449317,0.0037778713940952,0.0041216049318568,0.034467680653957,0.0493017812591678,0.4999452424480542,0.4769566631946914,0.1322723043374127,0.3329056277736992,39.68999862670898,0.0036070001125335,0.0015269999504089,0.0020800001621246,815.280029296875,-0.1763350677252704,0.024272384047886,0.0791629571535135,-0.0548905731056275,20.947184287948293,20.879349505346923,6.837332814685591,3.6810992321945446,4.326400674438363e-06,2.3224383990816198e-05,0.012500431483081323,0.017495962494729123
166,12,872,1281333000.0,0.0011467889908256,1250969000.0,0.024272384047886,0.0056353753709823,0.1172583551660653,0.1785133138692283,0.3338187653014478,0.0072260684771249,0.2147935002064256,0.0502687435662704,0.0583228559632819,0.2142144157685785,0.1365897857933886,0.0631904430776386,0.107378800046514,0.0488936131356954,0.0031342359870541,0.0005221125187597,0.0292773229129352,0.0507143732347485,0.4712818603750938,0.5132444103133221,0.1382540172364614,0.3177709838531193,28.6200008392334,0.0038180000782012,0.0011820000410079,0.0026360000371932,879.8200073242188,0.0791629571535135,0.154685784257488,-0.0359619176479786,0.1906477019054666,20.971166779240633,20.94718428874767,6.77078942390898,3.3541058034516236,6.948496196082551e-06,3.17574555718739e-05,0.013749521856251112,0.01911417328201977
166,13,810,1479537000.0,0.0012345679012345,1281333000.0,0.154685784257488,0.0032280267243774,0.0727166674439368,0.1335350180495655,0.2757592408976592,0.0216939488502146,0.2061820691202721,0.0578532338157139,0.0644593545142838,0.201279859848047,0.1365373086310109,0.0610819465819374,0.1190500812078373,0.0490815707886994,0.0032537205896168,0.0014463984341047,0.0234431447135151,0.041098668029255,0.4819791596965808,0.5044821454279278,0.1323872799172078,0.3182470747470679,29.14999961853028,0.0038229999542236,0.0010900000333786,0.002732999920845,848.1799926757812,-0.0359619176479786,0.1784936774139478,0.1489306614339167,0.0295630159800311,21.114995037940634,20.97116678002107,6.697034247666484,3.3724548997100614,7.469288567338776e-06,1.0420156533294685e-05,0.005287713724152099,0.017526391883877133
166,14,766,1743625000.0,0.0013054830287206,1479537000.0,0.1784936774139478,0.0044632749442975,0.1025788228546849,0.1632260377087963,0.3123664778837192,0.02029220732669,0.2023428202738547,0.0601981504050469,0.0590975697182593,0.2129230769230769,0.1599133988099505,0.0466751738475876,0.0997387626353143,0.0523455444834755,0.0071099003512796,0.0012812387984801,0.024512724926518,0.0450515449136138,0.4471884722919205,0.5442936411212274,0.1370009731418953,0.2764257172011961,19.520000457763672,0.0035280001163482,0.0008379999995231,0.0026900001168251,974.5,0.1489306614339167,0.1444525055559538,0.0220317811217289,0.1224207244342248,21.279232116376672,21.11499503861652,6.641182169740591,2.971439604435954,7.236100628519052e-06,1.9920823228393852e-05,0.010522414898252827,0.018769266641826318
