filer_id,quarter_id,num_positions,total_mv,avg_weight,total_mv_prev,fund_return,hhi_weight,top10_weight,top20_weight,top50_weight,sector_COMMUNICATIONS,sector_CONSUMER_DISCRETIONARY,sector_CONSUMER_STAPLES,sector_ENERGY,sector_FINANCE,sector_HEALTH_CARE,sector_INDUSTRIALS,sector_INFORMATION_TECHNOLOGY,sector_MATERIALS,sector_MUTUAL_FUND,sector_REAL_ESTATE,sector_TRANSPORTS,sector_UTILITIES_AND_TELECOMMUNICATIONS,cyclical_share,defensive_share,sector_hhi,turnover
166,4,107,138537000.0,0.009345794392523364,0.0,inf,0.027926742044810847,0.42558305723380757,0.6969690407616738,0.8949233778701718,0.07157654633780146,0.07561878776067044,0.015115095606227938,0.12034330178941366,0.17850105026094112,0.1871846510318543,0.005081674931606718,0.11632271523131005,0.08594815825375171,0.0,0.0,0.019922475584139978,0.09873174675357485,0.3744703580992803,0.5998758454420119,0.1241999615042446,0.0
166,5,172,171669000.0,0.005813953488372093,138537000.0,0.2391563264687413,0.02249267844164877,0.37328230490071007,0.6020073513563893,0.8621649802818214,0.010223162015273578,0.09059294339688587,0.01432990231200741,0.12954581199867188,0.11976536241254973,0.10272093389021897,0.048389633538961606,0.21634074876652162,0.07213882529752023,0.0,0.0,0.07777758360565973,0.09522394841235168,0.5154628966208226,0.4615859590257997,0.1201869844507605,0.680830771622144
166,6,308,230529000.0,0.003246753246753247,171669000.0,0.34286912605071396,0.015647416444117643,0.3216515058842922,0.4994035457578006,0.6755809464319023,0.004658849862707078,0.15706917567854803,0.03382654676851936,0.11389456424137527,0.14083694459265428,0.18506565334513228,0.056470118726928066,0.1052839339085321,0.08068832988474335,0.001882626480833214,0.0,0.05307358293316676,0.0596844648612539,0.45724399099462537,0.5351908002897683,0.12011698371504614,0.6025157007486088
166,7,407,238862000.0,0.002457002457002457,230529000.0,0.03614729600180455,0.016640998790866054,0.34668553390660717,0.51947149400072,0.674594535757048,0.03035644012023679,0.22275623581817117,0.049438587971297236,0.02924701291959374,0.15418944830069245,0.15580125762992858,0.08250789158593665,0.1029129790422922,0.07241419731895404,0.0024323668059381565,0.0,0.0278780216191776,0.05455869916520836,0.5388257655047685,0.44566737279265856,0.1285324979591128,0.5443960308793715
166,8,634,618185000.0,0.0015772870662460567,238862000.0,1.5880424680359368,0.004591571273777011,0.13611135825036197,0.21063597466777742,0.35278274302999907,0.010517887040287293,0.2063330556386842,0.060611305677103135,0.05187282124283184,0.16243681098700227,0.17491204089390716,0.054592071952570834,0.13130050065918777,0.032626155600669705,0.0,0.004946739244724475,0.03986347129095659,0.050955620081367226,0.48017988142708096,0.5007885988822116,0.1318852377247034,0.5823761842803497
166,9,796,807591000.0,0.001256281407035176,618185000.0,0.30639048181369666,0.003729221325776995,0.10472627852464923,0.16895557280851325,0.30347168306729516,0.008941407222220159,0.22445520071422292,0.07477423596845433,0.08426542643491569,0.1360094404221939,0.14194809006043901,0.07222096333416296,0.11453322288138426,0.038129449189007805,0.005532503457814661,0.005646422508423199,0.03155062401636472,0.048944329493518374,0.495477289865786,0.49147402583733596,0.1252110921963593,0.4457009933932625
166,10,869,1168924000.0,0.0011507479861910242,807591000.0,0.4474207860166841,0.0045682882224878695,0.11268397261070864,0.1782947394355835,0.33091458469498447,0.007037241086674583,0.24194301768121795,0.06726699083943866,0.05967368280572561,0.20376859402322137,0.10444648240604179,0.06304259301716793,0.11647378272667855,0.03608104547429944,0.0014183984587535204,0.0054289243783171535,0.03296193764521902,0.044741146558715535,0.5029685420095746,0.48131529509189647,0.141311545458764,0.35395492486948843
166,11,932,1250969000.0,0.001072961373390558,1168924000.0,0.07018848103041764,0.004819168392037833,0.11180532850933955,0.1725694241823738,0.31434831718451856,0.01284843988939774,0.21958657648590812,0.05530352870454824,0.058023020554466176,0.20115926134060874,0.10939119994180511,0.0607728888565584,0.12292390938544441,0.04522414224493173,0.003777871394095297,0.004121604931856824,0.034467680653957056,0.04930178125916789,0.4999452424480542,0.47695666319469143,0.13227230433741277,0.3329056277736992
166,12,872,1281333000.0,0.0011467889908256881,1250969000.0,0.02427238404788601,0.005635375370982375,0.11725835516606534,0.17851331386922836,0.3338187653014478,0.0072260684771249944,0.21479350020642565,0.05026874356627044,0.05832285596328199,0.2142144157685785,0.1365897857933886,0.06319044307763869,0.10737880004651405,0.0488936131356954,0.003134235987054107,0.0005221125187597603,0.0292773229129352,0.0507143732347485,0.4712818603750938,0.5132444103133221,0.13825401723646147,0.3177709838531193
166,13,810,1479537000.0,0.0012345679012345679,1281333000.0,0.15468578425748802,0.003228026724377449,0.07271666744393687,0.1335350180495655,0.2757592408976592,0.02169394885021463,0.2061820691202721,0.05785323381571397,0.06445935451428386,0.20127985984804705,0.1365373086310109,0.061081946581937455,0.11905008120783732,0.04908157078869944,0.0032537205896168873,0.0014463984341047233,0.023443144713515107,0.041098668029255096,0.4819791596965808,0.5044821454279278,0.13238727991720786,0.3182470747470679
166,14,766,1743625000.0,0.0013054830287206266,1479537000.0,0.17849367741394784,0.004463274944297586,0.10257882285468492,0.16322603770879632,0.31236647788371924,0.020292207326690084,0.20234282027385475,0.06019815040504696,0.05909756971825937,0.21292307692307694,0.15991339880995054,0.04667517384758764,0.09973876263531437,0.05234554448347552,0.007109900351279661,0.001281238798480178,0.02451272492651803,0.04505154491361388,0.4471884722919205,0.5442936411212274,0.13700097314189535,0.27642571720119613
166,15,765,1995496000.0,0.00130718954248366,1743625000.0,0.1444525055559538,0.0033591379946461093,0.0779480389837915,0.13879456536119342,0.28714815765103013,0.017928374699824005,0.19964810753817597,0.061976571238428944,0.07172101572741814,0.1853053075526085,0.14642324514807345,0.05101889455052779,0.07605577761118038,0.07826425109346248,0.008489117492593321,0.0009877243552480184,0.03226265550018642,0.05296678119124268,0.456165785348605,0.5268820383503651,0.12366309442390726,0.30115182733317714
166,16,814,2239315000.0,0.0012285012285012285,1995496000.0,0.1221846598539913,0.0033791011509592883,0.08218718670664914,0.14674934075822293,0.3001493760368684,0.011963479903452617,0.19432683655492863,0.06138082404663926,0.09305479577460071,0.14486751528927372,0.15079522085995048,0.05563710331061061,0.09049508443430246,0.06837046150273633,0.009051428673500603,0.00580936581052688,0.040858923376121715,0.06038766319164566,0.4674612548926793,0.5195374478356105,0.11561884034019962,0.23833844589770023
166,17,959,2761847000.0,0.0010427528675703858,2239315000.0,0.23334457188917157,0.0035857740443624364,0.08594864233970963,0.15661294778458038,0.3149189654604328,0.023834774337608132,0.176876199152234,0.0624813756880812,0.10037051292124437,0.13525441488974588,0.13918077286685324,0.0686359526794931,0.09851740520021565,0.07083484349422688,0.009052275524313983,0.0029726483762496617,0.05027396521241039,0.050116823994957,0.4919457884524378,0.4964561758851957,0.10819510331693565,0.2571676099589531
