filer_id,quarter_id,num_positions,total_mv,avg_weight,total_mv_prev,fund_return,hhi_weight,top10_weight,top20_weight,top50_weight,sector_COMMUNICATIONS,sector_CONSUMER_DISCRETIONARY,sector_CONSUMER_STAPLES,sector_ENERGY,sector_FINANCE,sector_HEALTH_CARE,sector_INDUSTRIALS,sector_INFORMATION_TECHNOLOGY,sector_MATERIALS,sector_MUTUAL_FUND,sector_REAL_ESTATE,sector_TRANSPORTS,sector_UTILITIES_AND_TELECOMMUNICATIONS,cyclical_share,defensive_share,sector_hhi,turnover,VIX,y10,y3m,term_spread,sp500_price,sp500_return
166,4,107,138537000.0,0.0093457943925233,0.0,inf,0.0279267420448108,0.4255830572338075,0.6969690407616738,0.8949233778701718,0.0715765463378014,0.0756187877606704,0.0151150956062279,0.1203433017894136,0.1785010502609411,0.1871846510318543,0.0050816749316067,0.11632271523131,0.0859481582537517,0.0,0.0,0.0199224755841399,0.0987317467535748,0.3744703580992803,0.5998758454420119,0.1241999615042446,0.0,26.850000381469727,0.0051100001335144,0.0057300000190734,-0.000619999885559,1320.280029296875,-0.0809113613400532
166,5,172,171669000.0,0.005813953488372,138537000.0,0.2391563264687413,0.0224926784416487,0.37328230490071,0.6020073513563893,0.8621649802818214,0.0102231620152735,0.0905929433968858,0.0143299023120074,0.1295458119986718,0.1197653624125497,0.1027209338902189,0.0483896335389616,0.2163407487665216,0.0721388252975202,0.0,0.0,0.0777775836056597,0.0952239484123516,0.5154628966208226,0.4615859590257997,0.1201869844507605,0.680830771622144,28.63999938964844,0.004914999961853,0.0041799998283386,0.0007350001335144,1160.3299560546875,-0.1211485970346534
166,6,308,230529000.0,0.0032467532467532,171669000.0,0.3428691260507139,0.0156474164441176,0.3216515058842922,0.4994035457578006,0.6755809464319023,0.004658849862707,0.157069175678548,0.0338265467685193,0.1138945642413752,0.1408369445926542,0.1850656533451322,0.056470118726928,0.1052839339085321,0.0806883298847433,0.0018826264808332,0.0,0.0530735829331667,0.0596844648612539,0.4572439909946253,0.5351908002897683,0.1201169837150461,0.6025157007486088,19.059999465942383,0.0053899998664855,0.0035599999427795,0.001829999923706,1224.3800048828125,0.0551998580178914
166,7,407,238862000.0,0.0024570024570024,230529000.0,0.0361472960018045,0.016640998790866,0.3466855339066071,0.51947149400072,0.674594535757048,0.0303564401202367,0.2227562358181711,0.0494385879712972,0.0292470129195937,0.1541894483006924,0.1558012576299285,0.0825078915859366,0.1029129790422922,0.072414197318954,0.0024323668059381,0.0,0.0278780216191776,0.0545586991652083,0.5388257655047685,0.4456673727926585,0.1285324979591128,0.5443960308793715,31.93000030517578,0.0045749998092651,0.0022999999523162,0.0022749998569488,1040.93994140625,-0.1498228186878304
166,8,634,618185000.0,0.001577287066246,238862000.0,1.5880424680359368,0.004591571273777,0.1361113582503619,0.2106359746677774,0.352782743029999,0.0105178870402872,0.2063330556386842,0.0606113056771031,0.0518728212428318,0.1624368109870022,0.1749120408939071,0.0545920719525708,0.1313005006591877,0.0326261556006697,0.0,0.0049467392447244,0.0398634712909565,0.0509556200813672,0.4801798814270809,0.5007885988822116,0.1318852377247034,0.5823761842803497,23.799999237060547,0.0050320000648498,0.0016699999570846,0.0033620001077651,1148.0799560546875,0.1029262211839978
166,9,796,807591000.0,0.0012562814070351,618185000.0,0.3063904818136966,0.0037292213257769,0.1047262785246492,0.1689555728085132,0.3034716830672951,0.0089414072222201,0.2244552007142229,0.0747742359684543,0.0842654264349156,0.1360094404221939,0.141948090060439,0.0722209633341629,0.1145332228813842,0.0381294491890078,0.0055325034578146,0.0056464225084231,0.0315506240163647,0.0489443294935183,0.495477289865786,0.4914740258373359,0.1252110921963593,0.4457009933932625,17.399999618530273,0.0054060001373291,0.0017400000095367,0.0036660001277923,1147.3900146484375,-0.0006009524011035
166,10,869,1168924000.0,0.001150747986191,807591000.0,0.4474207860166841,0.0045682882224878,0.1126839726107086,0.1782947394355835,0.3309145846949844,0.0070372410866745,0.2419430176812179,0.0672669908394386,0.0596736828057256,0.2037685940232213,0.1044464824060417,0.0630425930171679,0.1164737827266785,0.0360810454742994,0.0014183984587535,0.0054289243783171,0.032961937645219,0.0447411465587155,0.5029685420095746,0.4813152950918964,0.141311545458764,0.3539549248694884,25.399999618530277,0.0048239998817443,0.0016590000391006,0.0031649998426437,989.8200073242188,-0.1373290732118655
166,11,932,1250969000.0,0.0010729613733905,1168924000.0,0.0701884810304176,0.0048191683920378,0.1118053285093395,0.1725694241823738,0.3143483171845185,0.0128484398893977,0.2195865764859081,0.0553035287045482,0.0580230205544661,0.2011592613406087,0.1093911999418051,0.0607728888565584,0.1229239093854444,0.0452241422449317,0.0037778713940952,0.0041216049318568,0.034467680653957,0.0493017812591678,0.4999452424480542,0.4769566631946914,0.1322723043374127,0.3329056277736992,39.68999862670898,0.0036070001125335,0.0015269999504089,0.0020800001621246,815.280029296875,-0.1763350677252704
166,12,872,1281333000.0,0.0011467889908256,1250969000.0,0.024272384047886,0.0056353753709823,0.1172583551660653,0.1785133138692283,0.3338187653014478,0.0072260684771249,0.2147935002064256,0.0502687435662704,0.0583228559632819,0.2142144157685785,0.1365897857933886,0.0631904430776386,0.107378800046514,0.0488936131356954,0.0031342359870541,0.0005221125187597,0.0292773229129352,0.0507143732347485,0.4712818603750938,0.5132444103133221,0.1382540172364614,0.3177709838531193,28.6200008392334,0.0038180000782012,0.0011820000410079,0.0026360000371932,879.8200073242188,0.0791629571535135
166,13,810,1479537000.0,0.0012345679012345,1281333000.0,0.154685784257488,0.0032280267243774,0.0727166674439368,0.1335350180495655,0.2757592408976592,0.0216939488502146,0.2061820691202721,0.0578532338157139,0.0644593545142838,0.201279859848047,0.1365373086310109,0.0610819465819374,0.1190500812078373,0.0490815707886994,0.0032537205896168,0.0014463984341047,0.0234431447135151,0.041098668029255,0.4819791596965808,0.5044821454279278,0.1323872799172078,0.3182470747470679,29.149999618530277,0.0038229999542236,0.0010900000333786,0.002732999920845,848.1799926757812,-0.0359619176479786
